SKU_CD,PROD_NM,BRND,SZ,WT_GMS,CAT_CD,ALLRGY,EAN,DT_LNCH
IN00872,Cryston पाउडर Granola Bar,Cryston,100ml,200,FB-SN,"milk,gluten",0000152911377,07/02/19
IN00873,Gleam Disinfectant Spray,Gleam,250ml,50,HH-SC,"milk,wheat,tree nuts,sesame",6184442182990,07/05/23
IN00874,Alteva Intensive Moisturiser,Alteva,75ml,100,PC-MS,peanuts,8905670867002,20/07/18
IN00875,Cristalix Nourishing Body Cleanser,Cristalix,300ml,250,PC-BW,"eggs,tree nuts",8482669136245,27/09/23
IN00876,Vivara Brightening Face Wash,Vivara,1000ml,50,PC-FW,"peanuts,wheat",9608070633695,28/02/23
IN00877,XXX-Luminos Rinse Aid,Luminos,750ml,500,HH-DW,wheat,1040164818805,07/12/20
IN00878,Gleam Mustard तेल Sauce,Gleam,100ml,500,FB-CN,"shellfish,soy,sesame",6381643212697,23/04/21
IN00879,Alteva Mixed क्रीम Nuts Blend,Alteva,750ml,200,FB-SN,"peanuts,wheat,milk",3625863144172,17/06/18
IN00880,Teraxis Fragrance-Free Hand स्प्रे Wash,Teraxis,300ml,100,PC-HW,"tree nuts,peanuts",0263558243019,09/04/23
IN00881,Purelix Fragrance-Free Hand Wash,Purelix,200ml,200,PC-HW,"gluten,sesame,milk,fish",3153888245272,10/09/18
IN00882,Vanta Mustard Sauce,Vanta,200ml,50,FB-CN,"soy,gluten",3353849516322,23/02/19
IN00883,Hevara Hydrating Shampoo,Hevara,750ml,400,PC-SH,"shellfish,eggs,milk,peanuts",3391373265309,24/07/22
IN00884,Helix Moisturising Body Wash,Helix,750ml,500,PC-BW,"tree nuts,fish,eggs",7868800230095,14/03/19
IN00885,Glova Sensitive Deodorant,Glova,500ml,100,PC-DO,"sesame,milk,soy,tree nuts",6577449160939,24/05/22
IN00886,Zenpur Whitening Deodorant,Zenpur,100ml,50,PC-DO,,4911894184331,15/06/22
IN00887,Qualis Laundry Capsules,Qualis,50ml,100,HH-LN,"soy,wheat,sesame",3998213745566,11/11/18
IN00888,Vanta Anti-Dandruff फोम Shampoo,Vanta,200ml,100,PC-SH,"sesame,fish,milk,gluten",5053766608114,12/06/19
IN00889,Vanta Antibacterial Hand फोम Wash,Vanta,150ml,50,PC-HW,"soy,tree nuts,fish,gluten",9106271531234,06/11/20
IN00890,Oralix सीरम Sport Deodorant,Oralix,300ml,500,PC-DO,"wheat,fish,eggs,soy",7682938440139,30/05/21
IN00891,Alteva Liquid Laundry Detergent,Alteva,400ml,150,HH-LN,"peanuts,soy",7882603359104,24/02/19
IN00892,Orinum Mustard पाउडर Sauce,Orinum,50ml,50,FB-CN,"tree nuts,eggs,peanuts,wheat",9207492699960,20/03/22
IN00893,Luxara शैम्पू Mustard Sauce,Luxara,1000ml,400,FB-CN,,8428596932598,26/02/19
IN00894,Arovia Daily Moisturiser,Arovia,500ml,200,PC-MS,"gluten,soy,wheat,eggs",1234266980694,05/04/18
IN00895,Brightway Laundry Capsules,Brightway,300ml,75,HH-LN,"fish,milk,shellfish",2348389359530,01/11/23
IN00896,Krisol Smooth & Shine Conditioner,Krisol,50ml,200,PC-CD,,5612996508269,09/01/22
IN00897,Sovara जेल Laundry Powder,Sovara,1000ml,200,HH-LN,,8696561308765,07/02/19
IN00898,Arovia Mayonnaise,Arovia,150ml,500,FB-CN,"gluten,tree nuts",1434682394840,16/06/18
IN00899,Velaris Refreshing Shower Gel,Velaris,150ml,50,PC-BW,,8696610168319,29/11/18
IN00900,Lumeva फोम Mayonnaise,Lumeva,250ml,50,FB-CN,,1680941491502,31/01/23
IN00901,Teraxis Moisturising Hand Wash,Teraxis,500ml,150,PC-HW,"shellfish,fish,wheat,milk",5344077794628,27/08/18
IN00902,Tresol Rice Cakes,Tresol,300ml,300,FB-SN,gluten,2508177602990,01/10/18
IN00903,Cladis Daily Moisturiser,Cladis,500ml,500,PC-MS,"eggs,soy",3373125523561,22/03/19
IN00904,Helix Disinfectant Spray,Helix,400ml,50,HH-SC,wheat,1192061363855,27/06/19
IN00905,DUMMY-Novix Glass Cleaner,Novix,750ml,250,HH-SC,"eggs,soy,sesame",7184449029501,31/07/19
IN00906,Primus Fragrance-Free Hand Wash,Primus,50ml,75,PC-HW,"peanuts,gluten,milk",3734167812776,04/10/23
IN00907,Purevex Leave-In Conditioner,Purevex,50ml,100,PC-CD,,7982134862989,25/10/21
IN00908,Glicen Rice Cakes,Glicen,1000ml,400,FB-SN,fish,3831828560530,16/01/23
IN00909,Solaris Salted Crackers,Solaris,750ml,500,FB-SN,"fish,eggs,shellfish",7067368205068,12/08/19
IN00910,Kaleo सीरम Volumising Shampoo,Kaleo,150ml,250,PC-SH,"wheat,eggs",6505871469214,12/11/23
IN00911,Purevex Mayonnaise,Purevex,750ml,100,FB-CN,"gluten,fish",7908984369980,28/03/21
IN00912,Nexpur Liquid Laundry Detergent,Nexpur,100ml,50,HH-LN,"milk,soy",8694842495982,28/09/18
IN00913,Elaris सीरम Tomato Ketchup,Elaris,250ml,400,FB-CN,"sesame,shellfish,milk,tree nuts",7152386767381,04/02/20
IN00914,Orinum Sensitive Skin Body Wash,Orinum,200ml,300,PC-BW,,9177987682992,23/11/22
IN00915,Hevara Laundry Capsules,Hevara,100ml,100,HH-LN,"sesame,soy",7085806235040,03/05/18
IN00916,Krisol पाउडर Mustard Sauce,Krisol,300ml,300,FB-CN,"tree nuts,shellfish,milk,sesame",1248255442865,02/03/23
IN00917,Serafix Heavy Duty Dish Soap,Serafix,100ml,250,HH-DW,"wheat,eggs",2894633891566,05/11/19
IN00918,Solvix तेल Daily Moisturiser,Solvix,1000ml,250,PC-MS,sesame,5725629269335,07/11/21
IN00919,Solvix Stain Remover,Solvix,250ml,75,HH-LN,sesame,1865507846853,06/03/18
IN00920,Krisol Rinse Aid,Krisol,400ml,200,HH-DW,"soy,milk",3491891179727,12/07/18
IN00921,Hevara Hydrating Face Wash,Hevara,250ml,150,PC-FW,"milk,eggs",5364154715537,16/03/19
IN00922,Vivara Oil Control Face पाउडर Wash,Vivara,750ml,150,PC-FW,"shellfish,sesame,eggs",3675009421414,25/05/18
IN00923,Cryston 48hr Spray तेल Deodorant,Cryston,300ml,500,PC-DO,,9878092704523,20/08/20
IN00924,Luxara क्रीम Stain Remover,Luxara,250ml,300,HH-LN,wheat,5866059867873,18/02/21
IN00925,Tresol Night Cream,Tresol,400ml,250,PC-MS,"tree nuts,peanuts,gluten,shellfish",9655942824910,06/12/18
IN00926,Qualis Rice Cakes,Qualis,50ml,100,FB-SN,,0024539313219,28/08/21
IN00927,Aurova 24hr पाउडर Roll-On Deodorant,Aurova,50ml,250,PC-DO,"shellfish,milk",8368214448899,19/04/22
IN00928,Lumeva Aloe Hand जेल Wash,Lumeva,400ml,100,PC-HW,"soy,fish,shellfish",7462025825434,13/10/18
IN00929,Kaleo Laundry Powder,Kaleo,500ml,75,HH-LN,soy,1239204910603,04/01/19
IN00930,Purelix Laundry Powder,Purelix,200ml,400,HH-LN,soy,8750827681723,11/01/20
IN00931,Cryston Sensitive Deodorant,Cryston,250ml,200,PC-DO,"sesame,peanuts",7262905291874,16/04/22
IN00932,Cristalix जेल Vinegar Dressing,Cristalix,75ml,300,FB-CN,,8271721733733,02/02/20
IN00933,Kaleo Nourishing Body Cleanser,Kaleo,100ml,100,PC-BW,"gluten,soy,fish,eggs",1659143882326,24/08/21
IN00934,Nuarix Mustard Sauce,Nuarix,150ml,500,FB-CN,tree nuts,8446177732641,09/10/20
IN00935,TEST-Qualis Sensitive Skin Body Wash,Qualis,200ml,200,PC-BW,"shellfish,eggs,wheat,soy",9970292712053,06/10/20
IN00936,Cryston Vinegar Dressing,Cryston,500ml,400,FB-CN,,3752988322014,06/07/19
IN00937,Glicen Sensitive पाउडर Deodorant,Glicen,50ml,500,PC-DO,wheat,0048797888975,01/12/21
IN00938,Nuarix फोम Mayonnaise,Nuarix,250ml,500,FB-CN,"wheat,soy",8600304436196,06/08/21
IN00939,Purevex Repair Shampoo,Purevex,250ml,100,PC-SH,gluten,1029295014379,09/02/21
IN00940,Serafix Vinegar Dressing,Serafix,50ml,150,FB-CN,,9671397191261,18/07/18
IN00941,Glicen Mayonnaise,Glicen,100ml,75,FB-CN,wheat,1767201911168,08/07/22
IN00942,Kaleo Volumising Shampoo,Kaleo,50ml,75,PC-SH,"milk,shellfish,wheat,tree nuts",5873393049360,07/04/22
IN00943,Novix स्प्रे 48hr Spray Deodorant,Novix,50ml,100,PC-DO,"peanuts,sesame,eggs",2421140868257,05/02/18
IN00944,Tresol Rinse Aid,Tresol,100ml,200,HH-DW,"eggs,milk",5561039952975,11/03/18
IN00945,Cryston Volumising Shampoo,Cryston,75ml,100,PC-SH,"soy,fish",5858564230419,02/10/19
IN00946,Velaris Refreshing Shower Gel,Velaris,50ml,300,PC-BW,,5927387402997,09/09/18
IN00947,Sovara Multi-Surface जेल Spray,Sovara,300ml,50,HH-SC,"soy,wheat,sesame",4815542034033,29/08/18
IN00948,Lumeva साबुन Hydrating Shampoo,Lumeva,250ml,300,PC-SH,"sesame,wheat",6491579554621,05/10/20
IN00949,Solven Intensive स्प्रे Moisturiser,Solven,100ml,200,PC-MS,"fish,milk,eggs",0801810306838,16/02/19
IN00950,Nuvelo Glass Cleaner,Nuvelo,75ml,400,HH-SC,fish,8080815712901,20/03/19
IN00951,Cryston 24hr Roll-On Deodorant,Cryston,75ml,150,PC-DO,"milk,fish,shellfish,gluten",3073510458477,14/05/21
IN00952,Kaleo Exfoliating Face सीरम Scrub,Kaleo,75ml,150,PC-FW,,0962588576691,05/11/20
IN00953,DUMMY-Aurova फोम Multi-Surface Spray,Aurova,75ml,500,HH-SC,,5339627466629,20/11/18
IN00954,Purevex Whitening Deodorant,Purevex,500ml,150,PC-DO,shellfish,0004666145907,05/10/18
IN00955,Orinum Hydrating क्रीम Shampoo,Orinum,750ml,400,PC-SH,"eggs,peanuts,milk",0493881949054,18/10/20
IN00956,Toreva Tomato Ketchup,Toreva,100ml,50,FB-CN,"gluten,sesame",0949769873138,13/03/23
IN00957,Solvix Heavy Duty Dish Soap,Solvix,75ml,300,HH-DW,"gluten,sesame,peanuts",1661237407797,26/12/20
IN00958,Kaleo Oil Control Face Wash,Kaleo,250ml,300,PC-FW,soy,8994991970140,08/11/19
IN00959,DUMMY-Luminos Moisturising Hand पाउडर Wash,Luminos,150ml,400,PC-HW,,8782116020418,09/12/18
IN00960,Solvix Brightening Face Wash,Solvix,750ml,500,PC-FW,"sesame,shellfish,wheat,milk",1708894801862,01/12/20
IN00961,Tresol Lightweight Lotion,Tresol,100ml,75,PC-MS,"tree nuts,sesame,soy",9785708200488,11/07/18
IN00962,Toreva Foaming Hand Wash,Toreva,400ml,75,PC-HW,soy,6914961128793,12/01/21
IN00963,Polvera Smooth & Shine Conditioner,Polvera,300ml,500,PC-CD,"eggs,sesame,milk",7040953141965,06/04/19
IN00964,Vanta Sensitive Deodorant,Vanta,400ml,500,PC-DO,wheat,7488356517961,15/01/20
IN00965,Aevum Daily Moisturiser,Aevum,300ml,200,PC-MS,"fish,gluten,soy,tree nuts",4960478421706,19/09/19
IN00966,Solven Fabric Softener,Solven,300ml,100,HH-LN,tree nuts,9364882089340,30/12/23
IN00967,Nuarix Aloe Hand पाउडर Wash,Nuarix,500ml,150,PC-HW,"milk,fish,wheat,shellfish",6728799160913,01/01/19
IN00968,Aurova Daily Moisturiser,Aurova,75ml,150,PC-MS,"gluten,wheat",3613376052305,08/11/20
00969,Primus Whitening Deodorant,Primus,75ml,300,PC-DO,"milk,wheat",5447241916502,02/03/20
IN00970,Nuvelo क्रीम Granola Bar,Nuvelo,50ml,300,FB-SN,"eggs,shellfish,sesame",1824989808803,30/06/22
IN00971,Brightway Disinfectant पाउडर Spray,Brightway,75ml,200,HH-SC,,7468135926641,26/09/22
IN00972,Lumeva Eco Dish Liquid,Lumeva,150ml,300,HH-DW,"sesame,shellfish,peanuts,gluten",6941559450110,07/07/19
IN00973,Solvix Oat Protein जेल Bar,Solvix,100ml,50,FB-SN,"tree nuts,soy,fish",0511716039883,06/06/22
IN00974,Toreva Exfoliating शैम्पू Face Scrub,Toreva,150ml,300,PC-FW,eggs,8945590670009,18/05/21
IN00975,Alteva Repair Conditioner,Alteva,750ml,200,PC-CD,milk,4664896676051,21/11/22
IN00976,Zephyr Night Cream,Zephyr,200ml,250,PC-MS,"tree nuts,shellfish,sesame",5809745338905,08/10/22
IN00977,Vivara Leave-In Conditioner,Vivara,200ml,300,PC-CD,"wheat,gluten,fish",5401659953009,09/10/22
IN00978,XXX-Glova Leave-In Conditioner,Glova,100ml,100,PC-CD,"wheat,shellfish",6774625916018,20/11/18
IN00979,Hevara Repair Conditioner,Hevara,75ml,75,PC-CD,"sesame,peanuts",8860080179865,25/05/23
IN00980,Luxara Rice Cakes,Luxara,100ml,150,FB-SN,,2995704726425,07/10/22
IN00981,Glicen Volumising Shampoo,Glicen,75ml,100,PC-SH,,3843753659685,16/07/18
IN00982,Zenpur क्रीम Disinfectant Spray,Zenpur,1000ml,100,HH-SC,"peanuts,sesame",2421838545408,09/05/18
IN00983,Verdant Hot Chilli Sauce,Verdant,200ml,250,FB-CN,"shellfish,tree nuts",2311232748973,14/12/18
IN00984,Arovia Glass Cleaner,Arovia,300ml,150,HH-SC,peanuts,2720388621755,21/02/18
IN00985,Oralix Vinegar Dressing,Oralix,75ml,300,FB-CN,milk,4530693588241,28/07/20
IN00986,Frostine 48hr सीरम Spray Deodorant,Frostine,50ml,50,PC-DO,,8167784816523,16/02/21
IN00987,Polvera SPF Moisturiser,Polvera,250ml,200,PC-MS,"fish,milk",8385179937817,05/03/18
00988,Cristalix Mustard Sauce,Cristalix,1000ml,75,FB-CN,sesame,7884869996987,09/10/23
IN00989,Oralix Smooth & Shine Conditioner,Oralix,200ml,250,PC-CD,"gluten,wheat,shellfish",1472463019865,31/10/20
IN00990,Tresol Repair Conditioner,Tresol,150ml,500,PC-CD,gluten,7283391218701,25/05/22
IN00991,Aurova Smooth & Shine Conditioner,Aurova,100ml,500,PC-CD,"milk,sesame,soy,eggs",2101023200182,30/04/22
IN00992,Motivo Glass Cleaner,Motivo,75ml,50,HH-SC,,8987610814352,21/04/22
IN00993,Oralix स्प्रे Anti-Dandruff Shampoo,Oralix,150ml,500,PC-SH,"tree nuts,soy",1980746823547,01/08/22
IN00994,Solvix जेल Rinse Aid,Solvix,75ml,50,HH-DW,soy,3076205459674,02/11/18
IN00995,DUMMY-Nuarix 24hr Roll-On Deodorant,Nuarix,50ml,300,PC-DO,"fish,gluten,peanuts",1106541134071,19/08/21
IN00996,Lumeva Repair Shampoo,Lumeva,750ml,200,PC-SH,"shellfish,milk,sesame,wheat",8366834826899,18/07/22
IN00997,Aevum Volumising Conditioner,Aevum,400ml,50,PC-CD,"soy,sesame,fish,peanuts",8891787915050,23/10/22
IN00998,Cryston तेल Repair Conditioner,Cryston,75ml,400,PC-CD,"milk,soy,wheat",0126578982606,24/05/21
IN00999,Zephyr Colour Protect Shampoo,Zephyr,750ml,250,PC-SH,,7558517774127,23/06/23
IN01000,Aevum Intensive Moisturiser,Aevum,100ml,75,PC-MS,,8824199626429,29/10/19
IN01001,Velaris Smooth & Shine Conditioner,Velaris,250ml,500,PC-CD,"eggs,shellfish,milk,fish",4542185457058,18/11/22
IN01002,Zephyr शैम्पू Laundry Powder,Zephyr,750ml,100,HH-LN,tree nuts,7090016356409,25/02/23
IN01003,Tresol Leave-In लोशन Conditioner,Tresol,200ml,400,PC-CD,sesame,2895400178828,22/10/19
IN01004,Hevara Granola Bar,Hevara,400ml,150,FB-SN,,2616850710587,30/08/18
IN01005,Clarity Hydrating Shampoo,Clarity,250ml,50,PC-SH,"wheat,shellfish,eggs,fish",1526105370927,28/03/20
IN01006,Cryston Moisturising लोशन Body Wash,Cryston,75ml,300,PC-BW,,4189485432981,03/04/23
IN01007,Luxara Aloe Hand Wash,Luxara,750ml,150,PC-HW,"tree nuts,wheat,peanuts",4716198273480,05/12/18
IN01008,Vanta Gentle Face Wash,Vanta,200ml,250,PC-FW,,2589632174351,29/11/22
IN01009,Krisol Lightweight Lotion,Krisol,150ml,250,PC-MS,fish,8064860673981,16/06/20
IN01010,Frostine Granola Bar,Frostine,500ml,500,FB-SN,sesame,4253646280558,06/08/18
IN01011,Nuvelo Glass Cleaner,Nuvelo,50ml,300,HH-SC,"shellfish,tree nuts",5156239209082,27/09/21
IN01012,Vanta 24hr Roll-On साबुन Deodorant,Vanta,400ml,200,PC-DO,,9131117861909,06/08/19
01013,Hevara Sport Deodorant,Hevara,400ml,300,PC-DO,,2206953541203,05/12/18
IN01014,Kaleo साबुन Mayonnaise,Kaleo,400ml,250,FB-CN,"tree nuts,milk,sesame,eggs",6015153259476,23/10/21
IN01015,Elaris Deep Clean Body Wash,Elaris,50ml,400,PC-BW,,7327980595030,27/09/18
IN01016,Cladis Moisturising पाउडर Body Wash,Cladis,200ml,150,PC-BW,"milk,soy",9104520360895,10/03/21
IN01017,Novix Hydrating Shampoo,Novix,200ml,75,PC-SH,tree nuts,9928553595204,20/01/22
IN01018,Vanta Antibacterial Hand Wash,Vanta,50ml,300,PC-HW,"gluten,milk,sesame",6968018677406,16/09/20
IN01019,Nuvelo Disinfectant Spray,Nuvelo,1000ml,100,HH-SC,soy,9449530067762,06/10/19
IN01020,Zephyr Sport Deodorant,Zephyr,150ml,100,PC-DO,"tree nuts,soy,sesame,shellfish",7365426241783,09/11/20
IN01021,Oralix Smooth & Shine लोशन Conditioner,Oralix,1000ml,100,PC-CD,"wheat,soy,sesame,gluten",5110090605308,23/08/22
IN01022,Cristalix Fabric Softener,Cristalix,50ml,100,HH-LN,,1667329045755,22/01/23
IN01023,XXX-Kaleo Whitening Deodorant,Kaleo,75ml,100,PC-DO,"gluten,fish,peanuts,eggs",6033620275583,04/02/20
IN01024,Cryston स्प्रे Anti-Dandruff Shampoo,Cryston,400ml,50,PC-SH,"wheat,milk,shellfish,sesame",1523802362194,02/12/19
IN01025,Alteva Anti-Dandruff Shampoo,Alteva,75ml,500,PC-SH,"shellfish,milk,tree nuts,peanuts",1611863855882,01/12/18
IN01026,Toreva Oat Protein Bar,Toreva,750ml,400,FB-SN,"wheat,eggs,fish",8800537893180,18/03/22
01027,Primus Dishwasher Tablets,Primus,750ml,400,HH-DW,sesame,4540182272001,29/12/19
IN01028,Lumeva Laundry पाउडर Powder,Lumeva,200ml,500,HH-LN,soy,2204144743283,26/03/19
IN01029,Vivara जेल Repair Shampoo,Vivara,750ml,150,PC-SH,,2020304232271,02/08/23
IN01030,Nuarix 48hr Spray Deodorant,Nuarix,75ml,150,PC-DO,"soy,milk",2816506463007,11/11/21
IN01031,Plexum Oat Protein Bar,Plexum,400ml,400,FB-SN,"tree nuts,fish,eggs",9832102916177,07/05/21
IN01032,Vanta Aloe Hand सीरम Wash,Vanta,100ml,500,PC-HW,eggs,0438419662296,29/11/18
IN01033,Purelix Gentle क्रीम Face Wash,Purelix,400ml,50,PC-FW,"milk,tree nuts,fish,peanuts",5667063621983,01/06/22
IN01034,Oralix Sport Deodorant,Oralix,200ml,200,PC-DO,"peanuts,milk",7663493396505,23/05/21
IN01035,Motivo Vinegar तेल Dressing,Motivo,100ml,400,FB-CN,wheat,2626114243621,08/11/21
IN01036,Nuarix सीरम Vinegar Dressing,Nuarix,250ml,200,FB-CN,eggs,8808799196230,28/06/21
IN01037,Polvera Salted Crackers,Polvera,750ml,300,FB-SN,"soy,gluten",8532472505834,10/07/20
IN01038,Serafix शैम्पू Brightening Face Wash,Serafix,50ml,150,PC-FW,,1587605457693,05/01/21
IN01039,Cryston लोशन Bathroom Cleaner,Cryston,300ml,200,HH-SC,"soy,tree nuts",3659746698612,31/10/22
IN01040,Tresol Brightening Face Wash,Tresol,75ml,100,PC-FW,"peanuts,tree nuts",0809594815263,08/08/19
IN01041,Clarity क्रीम Sport Deodorant,Clarity,300ml,300,PC-DO,"shellfish,wheat",1307423591429,26/04/22
IN01042,DUMMY-Oralix लोशन Anti-Dandruff Shampoo,Oralix,1000ml,200,PC-SH,"gluten,soy,sesame,fish",2614543079638,19/02/23
IN01043,Solvix साबुन Gentle Face Wash,Solvix,50ml,50,PC-FW,"eggs,shellfish,tree nuts,gluten",2115871845235,25/01/22
IN01044,Tolvex Mustard Sauce,Tolvex,100ml,300,FB-CN,"shellfish,peanuts,sesame,fish",7017320865236,27/12/22
IN01045,Tresol Glass Cleaner,Tresol,750ml,300,HH-SC,"tree nuts,fish,soy",3701400527810,11/04/18
IN01046,Gleam Sport Deodorant,Gleam,500ml,50,PC-DO,,0272214257314,09/10/22
IN01047,Frostine Sensitive Skin Body Wash,Frostine,150ml,75,PC-BW,fish,8172031369554,24/09/19
IN01048,Kaleo Laundry Capsules,Kaleo,50ml,100,HH-LN,"shellfish,soy,tree nuts,eggs",5953322273933,09/11/23
IN01049,Kaleo Eco Dish Liquid,Kaleo,50ml,200,HH-DW,"shellfish,soy",5323661850766,11/01/19
IN01050,Cryston Sensitive Skin Body Wash,Cryston,50ml,500,PC-BW,fish,9718236010717,01/10/19
IN01051,Zenpur Antibacterial Hand Wash,Zenpur,1000ml,500,PC-HW,sesame,8217648467351,18/12/22
IN01052,Brightway Night Cream,Brightway,150ml,150,PC-MS,wheat,2801944258926,25/01/20
IN01053,Cladis Repair Conditioner,Cladis,50ml,300,PC-CD,gluten,5350637311808,17/01/21
IN01054,Nuvelo Foaming Hand तेल Wash,Nuvelo,75ml,150,PC-HW,,7538418520139,28/04/22
IN01055,Polvera Volumising Conditioner,Polvera,50ml,500,PC-CD,"fish,soy",9756154705544,25/10/18
IN01056,Vivara Deep Conditioner,Vivara,75ml,300,PC-CD,"eggs,gluten",9556409196932,07/08/21
IN01057,Solaris Disinfectant Spray,Solaris,250ml,100,HH-SC,,7020426201976,29/01/19
IN01058,Brightway Deep Conditioner,Brightway,200ml,75,PC-CD,gluten,3696789760982,28/04/23
IN01059,Nexpur Gentle शैम्पू Face Wash,Nexpur,300ml,400,PC-FW,"soy,eggs,wheat",2760759889780,18/09/22
IN01060,Teraxis 48hr Spray Deodorant,Teraxis,150ml,200,PC-DO,eggs,9165430895235,26/05/19
IN01061,XXX-Nexpur Deep Conditioner,Nexpur,75ml,75,PC-CD,"milk,tree nuts",7644974700028,20/09/22
IN01062,Cladis स्प्रे Laundry Capsules,Cladis,200ml,200,HH-LN,"fish,shellfish,gluten,wheat",9797416365601,18/11/20
IN01063,Luminos 24hr Roll-On तेल Deodorant,Luminos,300ml,150,PC-DO,"tree nuts,soy",7309649692779,20/11/18
IN01064,Gleam Colour Protect तेल Shampoo,Gleam,250ml,100,PC-SH,"fish,soy,tree nuts,eggs",0597025512828,11/03/23
IN01065,Sovara Moisturising Hand Wash,Sovara,200ml,150,PC-HW,,5948989596549,23/08/22
IN01066,Cristalix Hot Chilli जेल Sauce,Cristalix,200ml,250,FB-CN,"peanuts,soy",4414916999390,20/09/20
IN01067,Nuvelo Granola Bar,Nuvelo,750ml,400,FB-SN,"soy,peanuts",6408822309587,17/09/22
IN01068,Glicen लोशन Smooth & Shine Conditioner,Glicen,400ml,150,PC-CD,"sesame,gluten,peanuts,milk",3210972021706,16/05/23
IN01069,Alteva Sport Deodorant,Alteva,250ml,150,PC-DO,"fish,tree nuts",5792203004491,08/11/22
IN01070,Purevex Intensive पाउडर Moisturiser,Purevex,100ml,150,PC-MS,"milk,gluten,wheat,tree nuts",5121375658964,19/02/20
IN01071,Qualis Whitening Deodorant,Qualis,1000ml,400,PC-DO,,8619931458433,28/11/20
IN01072,Cladis साबुन Granola Bar,Cladis,300ml,150,FB-SN,,1388503423625,10/07/19
IN01073,Serafix Refreshing Shower Gel,Serafix,200ml,400,PC-BW,"wheat,peanuts",6310437968687,25/04/18
IN01074,Gleam Sensitive Skin Body Wash,Gleam,250ml,100,PC-BW,"peanuts,fish,milk,eggs",1774174304354,28/08/18
IN01075,Novix Leave-In Conditioner,Novix,250ml,50,PC-CD,wheat,8946652752336,01/07/19
IN01076,Lumeva Laundry Powder,Lumeva,150ml,50,HH-LN,milk,2569133030332,04/11/20
IN01077,Orinum Foaming Hand Wash,Orinum,75ml,75,PC-HW,"shellfish,tree nuts,milk",7627995530249,25/02/22
IN01078,TEST-Helix Gentle क्रीम Face Wash,Helix,100ml,150,PC-FW,"sesame,peanuts,shellfish,eggs",3034202847191,09/03/18
IN01079,XXX-Hevara Repair Shampoo,Hevara,100ml,100,PC-SH,peanuts,0507648717753,02/12/20
IN01080,Lumeva Antibacterial Hand पाउडर Wash,Lumeva,750ml,100,PC-HW,"milk,fish",5838727258122,30/09/19
IN01081,Vanta Whitening Deodorant,Vanta,750ml,250,PC-DO,"fish,sesame,peanuts",4823733791214,17/06/19
IN01082,Oralix पाउडर Hydrating Shampoo,Oralix,75ml,500,PC-SH,"sesame,milk,soy",5869017074030,11/09/19
IN01083,Frosten 24hr Roll-On लोशन Deodorant,Frosten,750ml,200,PC-DO,"wheat,tree nuts",1712227643388,05/02/23
IN01084,Luminos Leave-In Conditioner,Luminos,250ml,200,PC-CD,wheat,1626549633081,11/03/20
IN01085,Elaris Brightening Face Wash,Elaris,200ml,400,PC-FW,,4887899504705,12/11/19
IN01086,Lumeva Nourishing Body Cleanser,Lumeva,1000ml,300,PC-BW,"tree nuts,eggs,gluten,sesame",7749266329564,13/08/20
IN01087,Orinum Night Cream,Orinum,400ml,400,PC-MS,"wheat,gluten",5920616581296,03/07/19
IN01088,Clarity Nourishing Body Cleanser,Clarity,100ml,100,PC-BW,soy,6302955963633,13/03/23
IN01089,Gleam Mayonnaise,Gleam,300ml,100,FB-CN,"peanuts,wheat,milk,soy",6154980851337,15/03/19
IN01090,Krisol Hydrating Face Wash,Krisol,50ml,50,PC-FW,"gluten,sesame",3211221215488,07/04/19
IN01091,Novix Granola Bar,Novix,100ml,300,FB-SN,"fish,sesame,shellfish,soy",4019185488066,20/06/21
IN01092,Solvix Night Cream,Solvix,50ml,50,PC-MS,"wheat,sesame,shellfish",7873585664645,02/05/19
